NoiseStd,AvgStep,AvgReturn,Condition,Seed
0.06,1000.0,962.284264909942,ES (Neural),500
0.065,1000.0,700.0165460942125,ES (Neural),500
0.07,1000.0,632.980402460212,ES (Neural),500
0.075,1000.0,406.7662102494597,ES (Neural),500
0.08,1000.0,428.3026549783613,ES (Neural),500
0.085,1000.0,263.11283356279904,ES (Neural),500
0.09,1000.0,193.65390268003347,ES (Neural),500
0.095,1000.0,164.36216252563318,ES (Neural),500
0.1,1000.0,-16.342475333170626,ES (Neural),500
0.0,1000.0,5259.9080886126885,PPO (Neural),100
0.005,1000.0,4670.799986216196,PPO (Neural),100
0.01,1000.0,4009.3734776871975,PPO (Neural),100
0.015,1000.0,3939.3036190631574,PPO (Neural),100
0.02,1000.0,3037.975110299606,PPO (Neural),100
0.025,1000.0,2698.4384948592824,PPO (Neural),100
0.03,1000.0,2575.696172986715,PPO (Neural),100
0.035,1000.0,2211.761887886333,PPO (Neural),100
0.04,1000.0,1870.938494599474,PPO (Neural),100
0.045,1000.0,1599.6435996238765,PPO (Neural),100
0.05,1000.0,1107.9889311657955,PPO (Neural),100
0.055,1000.0,1151.8617470549746,PPO (Neural),100
0.06,1000.0,805.0867281749837,PPO (Neural),100
0.065,1000.0,699.3082121139897,PPO (Neural),100
0.07,1000.0,925.1570870287139,PPO (Neural),100
0.075,1000.0,631.2355862521526,PPO (Neural),100
0.08,1000.0,539.3389822030506,PPO (Neural),100
0.085,1000.0,293.0680922848184,PPO (Neural),100
0.09,1000.0,440.2345635871121,PPO (Neural),100
0.095,1000.0,250.4505474197375,PPO (Neural),100
0.1,1000.0,261.4368482266042,PPO (Neural),100
0.0,1000.0,4704.192639154711,PPO (Neural),200
0.005,1000.0,4702.206163925588,PPO (Neural),200
0.01,1000.0,4323.803932985248,PPO (Neural),200
0.015,1000.0,4215.856446028118,PPO (Neural),200
0.02,1000.0,4051.004560919717,PPO (Neural),200
0.025,1000.0,2877.0464493394556,PPO (Neural),200
0.03,1000.0,2778.9088338116885,PPO (Neural),200
0.035,1000.0,2596.474836013011,PPO (Neural),200
0.04,1000.0,1754.7225244035706,PPO (Neural),200
0.045,1000.0,1807.3528192915205,PPO (Neural),200
0.05,1000.0,1501.5746044181528,PPO (Neural),200
0.055,1000.0,1143.574031288971,PPO (Neural),200
0.06,1000.0,937.9948571737667,PPO (Neural),200
0.065,1000.0,662.4196051603878,PPO (Neural),200
0.07,1000.0,743.1786760965899,PPO (Neural),200
0.075,1000.0,579.5385156002532,PPO (Neural),200
0.08,1000.0,579.5949933860398,PPO (Neural),200
0.085,1000.0,290.8173351972383,PPO (Neural),200
0.09,1000.0,277.8234046200565,PPO (Neural),200
0.095,1000.0,220.8047345027071,PPO (Neural),200
0.1,1000.0,110.4466572824944,PPO (Neural),200
0.0,1000.0,3351.6458911110362,PPO (Neural),300
0.005,1000.0,3347.249510066834,PPO (Neural),300
0.01,1000.0,3594.151122602447,PPO (Neural),300
0.015,1000.0,2713.181963966589,PPO (Neural),300
0.02,1000.0,2717.0362361152006,PPO (Neural),300
0.025,1000.0,2598.083306192619,PPO (Neural),300
0.03,1000.0,1515.147689813451,PPO (Neural),300
0.035,1000.0,2148.318898914874,PPO (Neural),300
0.04,1000.0,1816.342220708538,PPO (Neural),300
0.045,1000.0,1397.5074647094832,PPO (Neural),300
0.05,1000.0,1659.9367463761857,PPO (Neural),300
0.055,1000.0,1086.5932002819786,PPO (Neural),300
0.06,1000.0,892.2459802707464,PPO (Neural),300
0.065,1000.0,760.996837931662,PPO (Neural),300
0.07,1000.0,608.9134390362451,PPO (Neural),300
0.075,1000.0,532.9853213288839,PPO (Neural),300
0.08,1000.0,566.144047399521,PPO (Neural),300
0.085,1000.0,328.68767525721523,PPO (Neural),300
0.09,1000.0,391.8783319654666,PPO (Neural),300
0.095,1000.0,136.55582044022987,PPO (Neural),300
0.1,1000.0,239.83909328983165,PPO (Neural),300
0.0,1000.0,5095.330575817758,PPO (Neural),400
0.005,1000.0,4883.731624258238,PPO (Neural),400
0.01,1000.0,4895.288479417136,PPO (Neural),400
0.015,1000.0,4282.393785180377,PPO (Neural),400
0.02,1000.0,3261.03722669192,PPO (Neural),400
