NoiseStd,AvgStep,AvgReturn,Condition,Seed
0.02,999.1,3394.3473752788123,ZOAC (Linear),400
0.03,991.2200000000001,3361.8341319414853,ZOAC (Linear),400
0.04,991.3,3360.9585932965006,ZOAC (Linear),400
0.05,992.88,3377.759568930537,ZOAC (Linear),400
0.06,994.1600000000001,3386.7950888068267,ZOAC (Linear),400
0.07,979.98,3343.2575671763316,ZOAC (Linear),400
0.08,986.6399999999999,3362.8922180658183,ZOAC (Linear),400
0.09,978.04,3350.7806541183213,ZOAC (Linear),400
0.1,963.9199999999998,3290.3720262321467,ZOAC (Linear),400
0.11,960.3599999999999,3281.240806886908,ZOAC (Linear),400
0.12,961.2799999999999,3291.8831623105148,ZOAC (Linear),400
0.13,981.6199999999999,3352.8490166293777,ZOAC (Linear),400
0.14,956.0399999999998,3268.3560853695512,ZOAC (Linear),400
0.15,972.0799999999999,3322.976436154178,ZOAC (Linear),400
0.16,924.6200000000002,3167.1630666941483,ZOAC (Linear),400
0.17,932.8199999999999,3179.704540178537,ZOAC (Linear),400
0.18,920.5799999999999,3135.4441473182655,ZOAC (Linear),400
0.19,943.9199999999997,3210.8069821679474,ZOAC (Linear),400
0.2,901.7600000000001,3061.2786828390686,ZOAC (Linear),400
0.21,880.82,2991.670486801739,ZOAC (Linear),400
0.22,904.1200000000001,3053.401389185621,ZOAC (Linear),400
0.23,908.1999999999998,3090.7485622294876,ZOAC (Linear),400
0.24,874.36,2971.919620019716,ZOAC (Linear),400
0.25,886.7,3006.3713058974076,ZOAC (Linear),400
0.26,856.1800000000003,2858.6777806428618,ZOAC (Linear),400
0.27,876.5200000000001,2957.982374119815,ZOAC (Linear),400
0.28,818.58,2741.3379498831428,ZOAC (Linear),400
0.29,826.16,2762.02684138886,ZOAC (Linear),400
0.3,799.96,2680.3775344702162,ZOAC (Linear),400
0.0,974.9200000000001,3213.7231899916837,ZOAC (Linear),500
0.01,991.28,3267.2184308605547,ZOAC (Linear),500
0.02,1000.0,3291.2321486522824,ZOAC (Linear),500
0.03,970.78,3201.7064903846936,ZOAC (Linear),500
0.04,966.8599999999999,3185.330394283329,ZOAC (Linear),500
0.05,937.2600000000001,3080.5564736095894,ZOAC (Linear),500
0.06,935.0400000000001,3077.459765642859,ZOAC (Linear),500
0.07,964.5400000000001,3171.159610134029,ZOAC (Linear),500
0.08,993.36,3261.9149209048933,ZOAC (Linear),500
0.09,945.4399999999999,3114.538553577009,ZOAC (Linear),500
0.1,993.14,3261.164482923375,ZOAC (Linear),500
0.11,930.9800000000001,3066.5935064833484,ZOAC (Linear),500
0.12,958.78,3147.54367535015,ZOAC (Linear),500
0.13,927.9199999999998,3060.5174995163607,ZOAC (Linear),500
0.14,897.4200000000001,2960.5608438008912,ZOAC (Linear),500
0.15,912.14,3011.2791992452458,ZOAC (Linear),500
0.16,913.3800000000001,3013.0898898895,ZOAC (Linear),500
0.17,897.68,2965.4416610808757,ZOAC (Linear),500
0.18,903.2,2969.745969816153,ZOAC (Linear),500
0.19,908.12,2970.216570303559,ZOAC (Linear),500
0.2,918.5799999999998,3020.0777001845236,ZOAC (Linear),500
0.21,896.6800000000002,2944.5926442779255,ZOAC (Linear),500
0.22,851.36,2793.2060835023117,ZOAC (Linear),500
0.23,903.9200000000001,2970.793124287745,ZOAC (Linear),500
0.24,853.0,2798.294217348347,ZOAC (Linear),500
0.25,883.0600000000001,2883.1918885626883,ZOAC (Linear),500
0.26,844.9999999999998,2758.42333148279,ZOAC (Linear),500
0.27,812.9,2669.2637936900283,ZOAC (Linear),500
0.28,826.4799999999999,2705.6839682328896,ZOAC (Linear),500
0.29,768.9599999999999,2503.95566317251,ZOAC (Linear),500
0.3,815.0800000000002,2665.9263143823287,ZOAC (Linear),500
0.0,1000.0,3502.481453269051,ZOAC (Neural),100
0.01,1000.0,3502.800519871834,ZOAC (Neural),100
0.02,994.06,3487.8796501701277,ZOAC (Neural),100
0.03,985.58,3461.650767441447,ZOAC (Neural),100
